food_code,food_description,method,method_description,nhanes,price_100gm
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease) (Includes made with filtered tap water or well water; Enfamil Gentlease Lipil)",3,Original FNDDS recipe,Base,0.620946
11710678,"Infant formula, powder, made with plain bottled water (Enfamil Gentlease) (Includes Enfamil Gentlease Lipil; made with bottled spring water)",3,Original FNDDS recipe,Base,0.651969
11710679,"Infant formula, powder, made with baby water (Enfamil Gentlease) (Includes Enfamil Gentlease Lipil; made with Nursery water; Gerber Pure water; Beech-Nut Spring water)",4,FNDDS recipe with replaced or modified SR codes,Base,0.651969
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions) (Includes made with filtered tap water or well water; Enfamil PREMIUM Next Step LIPIL; Enfagrow PREMIUM)",2,Links to altEC,Base,0.383931
11710801,"Infant formula, ready-to-feed (PediaSure) (Includes all flavors)",2,Links to altEC,Base,1.074909
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle) (Includes made with filtered tap water or well water; Gerber Good Start Gentle Plus)",4,FNDDS recipe with replaced or modified SR codes,Base,0.588274
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle) (Includes made with bottled spring water; Gerber Good Start Gentle Plus)",4,FNDDS recipe with replaced or modified SR codes,Base,0.619251
11710919,"Infant formula, powder, made with baby water (Gerber Good Start Gentle) (Includes made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Gerber Good Start Gentle Plus; NS as to Gerber variety)",4,FNDDS recipe with replaced or modified SR codes,Base,0.619251
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle) (Includes Gerber Good Start 2 Gentle Plus; prepared from powder; made with tap water, well water, bottled water, or baby water)",2,Links to altEC,Base,0.585168
11710967,"Infant formula, powder, made with tap water (Store Brand) (Includes Parents' Choice; made with filtered tap water or well water)",3,Original FNDDS recipe,Base,0.593743
11710968,"Infant formula, powder, made with plain bottled water (Store Brand) (Includes Parents' Choice; made with bottled spring water)",3,Original FNDDS recipe,Base,0.624834
11720617,"Infant formula, powder, made with tap water (Gerber Good Start Soy) (Includes made with filtered tap water or well water; Gerber Good Start Soy Plus)",2,Links to altEC,Base,0.579959
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy) (Includes made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Gerber Good Start soy Plus)",2,Links to altEC,Base,0.579959
11740312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen) (Includes Enfamil Nutramigen Lipil; Enfamil Nutramigen with Enflora LGG; made with filtered tap water or well water; made with bottled spring water, bottled water, or baby water)",2,Links to altEC,Base,0.91125
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen) (Includes Enfamil Nutramigen Lipil; Enfamil Nutramigen with Enflora LGG; made with filtered tap water or well water; made with bottled spring water, bottled water, or baby water)",3,Original FNDDS recipe,Base,0.907127
11740323,"Infant formula, powder, made with water, NFS (PurAmino) (Includes Enfamil Nutramigen AA LIPIL; made with filtered tap water, well water, bottled water, or baby water)",4,FNDDS recipe with replaced or modified SR codes,Base,0.907127
11810000,"Milk, dry, not reconstituted, NS as to fat content",1,Links to FNDDS,Base,0.17871
11830150,"Cocoa powder, not reconstituted (Includes no dry milk)",1,Links to FNDDS,Base,1.512475
11830160,"Chocolate beverage powder, dry mix, not reconstituted (Includes all types; hot chocolate / cocoa dry mix)",1,Links to FNDDS,Base,0.975347
11830260,"Milk, malted, dry mix, not reconstituted (Includes Ovaltine; NS as to flavor)",1,Links to FNDDS,Base,1.134696
12100100,"Cream, NS as to light, heavy, or half and half",2,Links to altEC,Base,0.37888
12110100,"Cream, light (Includes coffee cream; table cream)",1,Links to FNDDS,Base,0.471868
12120100,"Cream, half and half (Includes plain)",1,Links to FNDDS,Base,0.306065
12120106,"Cream, half and half, flavored",1,Links to FNDDS,Base,0.535788
12120110,"Cream, half and half, fat free (Includes low fat; plain or flavored)",1,Links to FNDDS,Base,0.294802
12130100,"Cream, heavy (Includes whipping cream; NS as to heavy or light)",1,Links to FNDDS,Base,0.620648
12140000,"Cream, whipped (Includes heavy; light; Reddiwip; real whipped cream; plain or flavored)",1,Links to FNDDS,Base,0.580133
12200100,"Coffee creamer, NFS",2,Links to altEC,Base,0.320914
12210200,"Coffee creamer, liquid (Includes frozen; Coffee Mate; Carnation; Coffee Rich; Dunkin Donuts; International Delight; plain)",1,Links to FNDDS,Base,0.320914
12210210,"Coffee creamer, liquid, flavored (Includes Coffee Mate; Bailey's; Bliss; Carnation; Coffee Rich; Dunkin Donuts; International Delight; Mocha Mix)",1,Links to FNDDS,Base,0.332876
12210260,"Coffee creamer, liquid, fat free (Includes low fat; light; lite; Coffee Mate; Carnation; Coffee Rich; Dunkin Donuts; International Delight; plain)",1,Links to FNDDS,Base,1.03877
12210270,"Coffee creamer, liquid, fat free, flavored (Includes light; lite; Coffee Mate; low fat; Carnation; Coffee Rich; Dunkin Donuts; International Delight; Mocha Mix)",1,Links to FNDDS,Base,1.031078
12210280,"Coffee creamer, liquid, fat free, sugar free, flavored (Includes low fat; light; lite; Coffee Mate; Carnation; International Delight; Mocha Mix)",1,Links to FNDDS,Base,0.345801
12210310,"Coffee creamer, liquid, sugar free, flavored (Includes Coffee Mate; Carnation; International Delight; Mocha Mix)",2,Links to altEC,Base,0.332876
12210400,"Coffee creamer, powder (Includes Coffee Mate; Cremora; Carnation; plain)",1,Links to FNDDS,Base,0.506807
12210420,"Coffee creamer, powder, flavored (Includes Coffee Mate powder, flavored; Carnation)",1,Links to FNDDS,Base,0.710534
12210430,"Coffee creamer, powder, fat free (Includes light; lite; low fat; Coffee Mate; Carnation; Cremora; plain)",1,Links to FNDDS,Base,0.711165
12210505,"Coffee creamer,powder, sugar free, flavored (Includes fat free; light; lite; low fat; Coffee Mate; Carnation)",2,Links to altEC,Base,0.58466
12210520,"Coffee creamer, soy, liquid (Includes almond; Silk; So Delicious; coconut milk creamer)",1,Links to FNDDS,Base,0.425444
12220200,"Whipped topping (Includes Cool Whip; non-dairy; plain or flavored; frozen; Rich's Richwhip; Dream Whip; whipped topping, NFS)",2,Links to altEC,Base,0.65108
12220280,"Whipped topping, sugar free (Includes Cool Whip; non-dairy; plain or flavored; frozen; Rich's Richwhip)",2,Links to altEC,Base,0.660014
12310100,"Sour cream, regular",1,Links to FNDDS,Base,0.434684
12310350,"Sour cream, light (Includes low fat; reduced fat)",1,Links to FNDDS,Base,0.447777
12310370,"Sour cream, fat free (Includes nonfat)",1,Links to FNDDS,Base,0.370576
12320100,"Sour cream, imitation (Includes nondairy)",1,Links to FNDDS,Base,0.93819
12350010,"Dip, NFS (Includes NS as to kind of dip)",2,Links to altEC,Base,0.905543
12350200,"Chipotle dip, regular (Includes jalapeno dip; Southwest dip)",1,Links to FNDDS,Base,0.58393
12350205,"Chipotle dip, light (Includes jalapeno dip; Southwest dip; fat free; low fat; nonfat; reduced fat)",2,Links to altEC,Base,0.58393
12350210,"Dill dip, regular (Includes cucumber dill dip)",1,Links to FNDDS,Base,0.885013
12350215,"Dill dip, light (Includes light cucumber dill dip; fat free; low fat; nonfat; reduced fat)",2,Links to altEC,Base,0.885013
12350220,"Onion dip, regular (Includes French onion dip; toasted onion dip; green onion dip)",1,Links to FNDDS,Base,0.544509
12350225,"Onion dip, light (Includes French onion dip; toasted onion dip; green onion dip; fat free; low fat; nonfat; reduced fat)",2,Links to altEC,Base,0.544509
12350230,"Ranch dip, regular",1,Links to FNDDS,Base,0.787624
12350235,"Ranch dip, light (Includes fat free; low fat; nonfat; reduced fat)",2,Links to altEC,Base,0.787624
12350240,"Spinach dip, regular",1,Links to FNDDS,Base,0.876685
12350245,"Spinach dip, light (Includes fat free; low fat; nonfat; reduced fat)",2,Links to altEC,Base,0.876685
12350250,"Vegetable dip, regular",1,Links to FNDDS,Base,0.989849
12350255,"Vegetable dip, light (Includes fat free; low fat; nonfat; reduced fat)",2,Links to altEC,Base,0.989849
13110000,"Ice cream, NFS (Includes NS as to flavor)",2,Links to altEC,Base,0.529172
13110100,"Ice cream, vanilla (Includes other flavors; swirl; in a cup; scoop)",1,Links to FNDDS,Base,0.468552
13110102,"Ice cream, vanilla, with additional ingredients (Includes nuts, candy, cookies, chocolate or other ingredients within the ice cream; other flavors; swirl; in a cup; scoop)",1,Links to FNDDS,Base,0.685946
13110110,"Ice cream, chocolate (Includes in a cup; scoop)",1,Links to FNDDS,Base,0.486638
13110112,"Ice cream, chocolate, with additional ingredients (Includes nuts, candy, cookies, chocolate, or other ingredients within the ice cream; in a cup; scoop)",1,Links to FNDDS,Base,0.535033
13110200,"Ice cream, soft serve, vanilla (Includes soft serve, NFS; frozen custard, NFS; other flavors; swirl; NS as to ice cream or frozen yogurt; in a cup)",2,Links to altEC,Base,0.753897
13110210,"Ice cream, soft serve, chocolate (Includes frozen custard; NS as to ice cream or frozen yogurt; in a cup)",1,Links to FNDDS,Base,1.018286
13110460,"Gelato, vanilla (Includes other flavors; swirl)",1,Links to FNDDS,Base,1.023516
13110470,"Gelato, chocolate",1,Links to FNDDS,Base,1.001132
13120050,"Ice cream bar, vanilla (Includes stick; other flavors; coatings other than chocolate)",1,Links to FNDDS,Base,0.550036
13120100,"Ice cream bar, vanilla, chocolate coated (Includes ice cream bar, NFS; stick; other flavors; Klondike bar, NFS; Dove Bar, NFS; with nuts)",2,Links to altEC,Base,0.663757
13120110,Ice cream candy bar (Includes all flavors; light ice cream candy bar; Snickers; Butterfinger),1,Links to FNDDS,Base,1.136636
13120140,"Ice cream bar, chocolate (Includes stick; Klondike Bar; Dove Bar; with nuts; with or without chocolate coating)",1,Links to FNDDS,Base,0.583207
13120500,"Ice cream sandwich, vanilla (Includes other flavors; NS as to flavor)",1,Links to FNDDS,Base,0.389239
13120510,"Ice cream sandwich, chocolate",1,Links to FNDDS,Base,0.476828
13120550,Ice cream cookie sandwich (Includes Chipwich),1,Links to FNDDS,Base,0.84227
13120730,"Ice cream cone, scooped, vanilla (Includes other flavors; swirl)",2,Links to altEC,Base,0.672601
13120735,"Ice cream cone, scooped, vanilla, waffle cone (Includes other flavors; swirl)",2,Links to altEC,Base,0.672601
13120740,"Ice cream cone, NFS",2,Links to altEC,Base,0.685497
13120770,"Ice cream cone, scooped, chocolate",2,Links to altEC,Base,0.901209
13120775,"Ice cream cone, scooped, chocolate, waffle cone",2,Links to altEC,Base,0.872869
13120782,"Ice cream cone, soft serve, vanilla (Includes other flavors; swirl; McDonald's Cone)",2,Links to altEC,Base,0.672601
13120784,"Ice cream cone, soft serve, chocolate",2,Links to altEC,Base,0.872869
13120786,"Ice cream cone, soft serve, vanilla, waffle cone (Includes other flavors; swirl)",2,Links to altEC,Base,0.672601
13120788,"Ice cream cone, soft serve, chocolate, waffle cone",2,Links to altEC,Base,0.872869
13120790,"Ice cream cone, vanilla, prepackaged (Includes Drumstick, all flavors; prepackaged cone, NFS; other flavors; swirl; with nuts; sundae cone; Nutty Buddy)",1,Links to FNDDS,Base,0.67296
13120792,"Ice cream cone, chocolate, prepackaged (Includes with nuts)",1,Links to FNDDS,Base,0.901209
13120800,"Ice cream soda, flavors other than chocolate (Includes root beer float)",4,FNDDS recipe with replaced or modified SR codes,Base,0.204945
13120810,"Ice cream soda, chocolate (Includes root beer float)",4,FNDDS recipe with replaced or modified SR codes,Base,0.199676
13121000,"Ice cream sundae, NFS",2,Links to altEC,Base,0.67296
13121100,"Ice cream sundae, fruit topping (Includes ice cream parfait)",2,Links to altEC,Base,0.67296
13121120,Banana split,2,Links to altEC,Base,0.67296
13121300,"Ice cream sundae, hot fudge topping (Includes chocolate sauce or syrup)",2,Links to altEC,Base,0.67296
13121400,"Ice cream sundae, caramel topping (Includes butterscotch topping)",2,Links to altEC,Base,0.67296
13126000,"Ice cream, fried",2,Links to altEC,Base,0.67296
13130100,"Light ice cream, NFS",2,Links to altEC,Base,0.474189
13130300,"Light ice cream, vanilla (Includes other flavors; swirl; ice cream with sorbet or sherbet; fat or sugar free; reduced fat or sugar; in a cup; scoop)",1,Links to FNDDS,Base,0.478891
13130310,"Light ice cream, chocolate (Includes fat or sugar free; reduced fat or sugar; in a cup; scoop)",1,Links to FNDDS,Base,0.449714
13130700,"Soft serve, blended with candy or cookies, from fast food (Includes all flavors; McDonald's McFlurry; Dairy Queen Blizzard)",2,Links to altEC,Base,0.478891
13135000,"Light ice cream sandwich, vanilla (Includes Skinny Cow; Weight Watchers; other flavors; NS as to flavor; fat or sugar free; reduced fat or sugar)",1,Links to FNDDS,Base,0.706949
13135010,"Light ice cream sandwich, chocolate (Includes Skinny Cow; Weight Watchers; fat or sugar free; reduced fat or sugar)",1,Links to FNDDS,Base,1.150331
13140000,"Light ice cream bar, vanilla (Includes stick; other flavors; fat or sugar free; reduced fat or sugar; coatings other than chocolate)",2,Links to altEC,Base,0.754194
13140100,"Light ice cream bar, vanilla, chocolate coated (Includes stick; other flavors; fat or sugar free; reduced fat or sugar; light Klondike Bar; with nuts)",2,Links to altEC,Base,0.754194
13140115,"Light ice cream bar, chocolate (Includes stick; other flavors; fat or sugar free; reduced fat or sugar; with nuts; with or without chocolate coating)",2,Links to altEC,Base,0.754194
13140700,Creamsicle (Includes Dreamsicle),1,Links to FNDDS,Base,0.436862
13140710,"Creamsicle, light (Includes sugar free; Dreamsicle)",2,Links to altEC,Base,0.436862
13140900,Fudgesicle,1,Links to FNDDS,Base,0.443646
13142100,"Light ice cream cone, vanilla, prepackaged (Includes light sundae cone; other flavors; swirl; any topping; fat or sugar free; reduced fat or sugar)",1,Links to FNDDS,Base,1.092647
13142110,"Light ice cream cone, chocolate, prepackaged (Includes any topping; fat or sugar free; reduced fat or sugar)",1,Links to FNDDS,Base,1.061506
13150000,"Sherbet, all flavors (Includes sherbet push pop)",1,Links to FNDDS,Base,0.332002
13161600,"Fudgesicle, light (Includes sugar free Fudgesicle)",1,Links to FNDDS,Base,0.773248
13200110,"Pudding, chocolate, NFS (Includes pudding, NFS)",2,Links to altEC,Base,0.362599
13210110,"Pudding, bread (Includes with raisins)",1,Links to FNDDS,Base,0.823798
13210280,"Pudding, flavors other than chocolate, NFS",2,Links to altEC,Base,0.341891
13210300,Custard,1,Links to FNDDS,Base,1.24981
13210350,Flan (Includes Leche flan),1,Links to FNDDS,Base,0.531667
13210410,"Pudding, rice",1,Links to FNDDS,Base,0.47686
13210520,"Pudding, tapioca, made from dry mix (Includes tapioca, NFS; home recipe; sugar free)",2,Links to altEC,Base,0.45234
13220110,"Pudding, flavors other than chocolate, made from dry mix (Includes home recipe)",2,Links to altEC,Base,0.341891
13220120,"Pudding, chocolate, made from dry mix (Includes home recipe)",2,Links to altEC,Base,0.333849
